LIBRE LOGIC;49847814800048;498478148;62.02A;2019;03;75115
FEMININBIO;49514451100062;495144511;62.02A;;;92025
RAVEL INFORMATIQUE;49386758400028;493867584;62.02A;;;95313
ITRUST;49375420400052;493754204;62.02A;;;31555
;49268755300049;492687553;62.02A;;;44132
;49207874600020;492078746;62.02A;;;94016
PEYRE INTERACTIVE;48793889600023;487938896;62.02A;;;64403
ANTENIUM SOLUTIONS INTERNET;48334150900022;483341509;62.02A;;;75115
HUBERT GOAZIOU CONSEIL;48318235800026;483182358;62.02A;;;31555
;48215758300048;482157583;62.02A;;;2B309
;47999637300029;479996373;62.02A;;;33192
AMN;47961940500034;479619405;62.02A;;;62338
;47959154700043;479591547;62.02A;;;94075
;47938022200022;479380222;62.02A;;;78545
MYBESTPRO;47844447400066;478444474;62.02A;;;75108
TDM SOLUTIONS;45397552600022;453975526;62.02A;;;13027
MANITOO;45305701000036;453057010;62.02A;;;75101
;45272437000047;452724370;62.02A;;;75108
KAYENTIS;45166480900071;451664809;62.02A;;;38229
PI COMMUNICATION;45012222100044;450122221;62.02A;;NN;82121
PROCESS;44948984800050;449489848;62.02A;;;77307
RCA FACTORY;44891611400052;448916114;62.02A;;;75108
FORTINET;44885275600072;448852756;62.02A;2019;31;06152
;44835355700037;448353557;62.02A;;;56102
SERVICES MICRO;44827153600030;448271536;62.02A;;;42097
EXELINE;44785414200026;447854142;62.02A;;;75117
;44212000200039;442120002;62.02A;;;81145
CUBE SARL;44055413700065;440554137;62.02A;;;91136
KEYF;43953193000048;439531930;62.02A;;;92026
NIJI;43905527800162;439055278;62.02A;;;35238
INFORBAT 57;43536079700029;435360797;62.02A;;;57511
INVESTANCE PARTNERS;43525717500065;435257175;62.02A;;;75102
;43251679700029;432516797;62.02A;;;33498
NEXTEDIA;42969977000070;429699770;62.02A;2019;11;75117
;41825462900052;418254629;62.02A;;;31555
IKOULA NET;41768061800051;417680618;62.02A;2019;12;92012
KOESIO MANAGED SERVICES;41749286500023;417492865;62.02A;2019;12;38421
EMPLOYMENT FLUIDITY GROUP;41310992700041;413109927;62.02A;;;77058
;41277989400044;412779894;62.02A;;;77243
SALOME INFORMATIQUE;41256522800068;412565228;62.02A;2019;12;94067
EURL DYNACORP;41156650800015;411566508;62.02A;;NN;78350
ARICIE;40985849500065;409858495;62.02A;;;69387
XEFI VIENNE;40820360200037;408203602;62.02A;;;38336
ATOS FRANCE;40802471900572;408024719;62.02A;2019;42;95063
;40034068300046;400340683;62.02A;;;75108
;39845481900051;398454819;62.02A;;;29212
VISUEL CONCEPT;39777248400069;397772484;62.02A;2019;11;69290
CAISSE MICRO SYSTEMES;39343617500037;393436175;62.02A;;;21092
;39158883700065;391588837;62.02A;;;94002
GOMIS INFORMATIQUE;38508294600026;385082946;62.02A;2019;11;35278
;35353792100028;353537921;62.02A;;;94076
INFOTEL CONSEIL;34412226200266;344122262;62.02A;;;06152
;34181868000033;341818680;62.02A;;;19161
AILAIR;33986433200053;339864332;62.02A;;;69081
BEREMICE;33191649400023;331916494;62.02A;;NN;92026
BEYOND INVEST GROUP;90865303300013;908653033;62.02A;;;92019
ADA TELECOM;90864686200015;908646862;62.02A;;;94003
HACKERS CORPORATION;90864633400015;908646334;62.02A;;;75108
;90864120200019;908641202;62.02A;;;69387
;90863135100016;908631351;62.02A;;;03310
APSOLUT FRANCE;90862987600016;908629876;62.02A;;;75116
;90862689800013;908626898;62.02A;;;91377
;90862681500017;908626815;62.02A;;;77108
;90862616100016;908626161;62.02A;;;38423
;90862507200016;908625072;62.02A;;;75111
;90862446300018;908624463;62.02A;;;31555
;90862314300017;908623143;62.02A;;;95127
;90862301000018;908623010;62.02A;;;75117
;90862270700010;908622707;62.02A;;;77333
OUMNYA CORP;90861990100014;908619901;62.02A;;;75119
SOLUTAK;90861963800012;908619638;62.02A;;;75108
MAKSEN CONSEIL;90861907500017;908619075;62.02A;;;75110
CGCONSULTING;90861796200018;908617962;62.02A;;;83126
BEAR OPERATIONS;90861756600017;908617566;62.02A;;;92051
HINTECH ENGINEERING;90861738400015;908617384;62.02A;;;92063
BLANCEAU;90861669100014;908616691;62.02A;;;83081
;90861540400013;908615404;62.02A;;;75112
IPARCUS;90861424100010;908614241;62.02A;;;59378
SILOJIK;90861202100018;908612021;62.02A;;;29151
Y&L CONSEIL;90861147800011;908611478;62.02A;;;92035
23;90861044700017;908610447;62.02A;;;78646
BE5DIGITAL;90861010800015;908610108;62.02A;;;92051
HKDIGITALS;90860643700014;908606437;62.02A;;;69266
FILWIST;90860508200019;908605082;62.02A;;;92004
SIXCLOUD CONSULTING;90860416800017;908604168;62.02A;;;61447
FENNECEYE;89859676200028;898596762;62.02A;;;94028
SOCIETE STAS BOYELDIEU;88259109200029;882591092;62.02A;;;44109
;83914019100025;839140191;62.02A;;;92050
AD2F SOLUTIONS;88396026200011;883960262;62.02A;;;77445
LF SOLUTIONS;88383682700021;883836827;62.02A;;;93055
FINNEX;88320531200019;883205312;62.02A;;;94079
TRIGLAV DIGITAL SA;88289370400016;882893704;62.02A;;;
;88279421700027;882794217;62.02A;;;13087
KBSV;88278036400023;882780364;62.02A;;;74269
HSS INFORMATIQUE;88277334400024;882773344;62.02A;;;75117
;88261451400025;882614514;62.02A;;;16243
;88219044000025;882190440;62.02A;;;11106
EDUSIGN;88206416500013;882064165;62.02A;;;78551
;88203116400024;882031164;62.02A;;;59350
;88151344400029;881513444;62.02A;;;92012
MEKSON CONSULTING;88063234400011;880632344;62.02A;;;92026
GAMP CONSULTING;88057359700023;880573597;62.02A;;;93053
;88040346400022;880403464;62.02A;;;78297
SALUTMARINE;88034290200025;880342902;62.02A;;;92012
;88007985000025;880079850;62.02A;;;46201
PUZZLE;88003082000034;880030820;62.02A;;;75104
MADE;87964863200013;879648632;62.02A;;;69385
;87891552900027;878915529;62.02A;;;75112
TENDAJI GROUP;87851204500021;878512045;62.02A;;;75115
;87759582700024;877595827;62.02A;;;74034
;87758020900022;877580209;62.02A;;;74010
;87751084200033;877510842;62.02A;;;77186
ASTERIGO CONSULTING;85406484700023;854064847;62.02A;;;75108
AM CONSULTING;85399462200019;853994622;62.02A;;;94002
VAR-IT;85299815200015;852998152;62.02A;;;92050
;85270933600030;852709336;62.02A;;;51454
;85263070600020;852630706;62.02A;;;75120
SYXPERIANE GROUP;82507012100074;825070121;62.02A;;;59009
QUAOAR;79032903100021;790329031;62.02A;;;92071
FILIGRANE ICS;44827455500045;448274555;62.02A;;;59554
ASSISTANCE CONSEIL MAINTENANCE INFORMATI;40367986300049;403679863;62.02A;;;77284
SOARING;90858558100014;908585581;62.02A;;;75111
LOOP'IT;90856968400016;908569684;62.02A;;;59527
YC SYSTEMS;90856563300017;908565633;62.02A;;;37145
3IT-CONSULTING;90856500500018;908565005;62.02A;;;77335
;90431670000015;904316700;62.02A;;;75117
KOKORI CLOUD;89052466300014;890524663;62.02A;;;75117
;88871863200019;888718632;62.02A;;;31555
ARTECYS;88464076400012;884640764;62.02A;;;42218
CSINFO 2.0;88224611900011;882246119;62.02A;;;44064
;87831542300011;878315423;62.02A;;;62510
SAS AD-DS;87751446300018;877514463;62.02A;;;74242
CENTRE D'AFFAIRES LE PASCAL;85249764300019;852497643;62.02A;;;91228
JIMMY CONSULTING;84980712800012;849807128;62.02A;2019;01;77513
CROKO;84103310300042;841033103;62.02A;;;69290
GRIZZL'E-CONSULTING;83891873800025;838918738;62.02A;;;91027
;83234954200015;832349542;62.02A;;;92020
SLASHTYPE;82206568600013;822065686;62.02A;2019;01;44109
JEANMAIRE.NET;80880624400022;808806244;62.02A;2019;01;92012
DATA WORKFLOW;79796954000021;797969540;62.02A;;;94081
QUALCOMM FRANCE;79503952800034;795039528;62.02A;;;33063
SIDEO CONSULTING;79068215700033;790682157;62.02A;2019;01;59523
FORMATION ET STRATEGIE;53026924000020;530269240;62.02A;2019;02;92004
CEDEXIS;52805526200034;528055262;62.02A;2018;11;75113
ALMEDIA;51144374900045;511443749;62.02A;;;67482
AXA GROUP OPERATIONS;39921428700126;399214287;62.02A;2019;22;75117
JPA CONSULTANTS;37815046000087;378150460;62.02A;;;42271
SERVIAL;34451677800034;344516778;62.02A;2019;11;69040
ITSC CONSULTING;90860762500013;908607625;62.02A;;;78586
CAMEX'IN;90860730200019;908607302;62.02A;;;78643
;90860719500017;908607195;62.02A;;;44149
SAFEKEEP FR;90860677500017;908606775;62.02A;;;92073
;90860551200015;908605512;62.02A;;;31555
;90859924400013;908599244;62.02A;;;33162
;90859528300015;908595283;62.02A;;;75109
;90859398100016;908593981;62.02A;;;91600
;90859303100010;908593031;62.02A;;;92024
SINGLE SOFTWARE PARTNERS;90859230600017;908592306;62.02A;;;94081
BY CONSEIL;90858676100011;908586761;62.02A;;;95369
LA TECH MOBILE SERVICES;90858646400012;908586464;62.02A;;;17274
EDSORIS;90858621700014;908586217;62.02A;;;92078
GATESYS;90858586200018;908585862;62.02A;;;95500
ISMANOR;90858583900016;908585839;62.02A;;;78146
PATH TO THE CLOUD;90858569800016;908585698;62.02A;;;79013
EG-IT;90858334700012;908583347;62.02A;;;92035
SAT DATA & BI;90858120000015;908581200;62.02A;;;77122
POSTPACE;90857159900012;908571599;62.02A;;;94068
DNBC 4S ENGINEERING;90857130000015;908571300;62.02A;;;92049
BIOSWARE;90856944500012;908569445;62.02A;;;94052
CYRIACUS CONSULTING;90856503900017;908565039;62.02A;;;92072
ILM DATA;90364138900015;903641389;62.02A;;;93008
;83410043000034;834100430;62.02A;;;66149
ELEPHANT TECHNOLOGIES;82509817100036;825098171;62.02A;;;44109
HUB TECHNOLOGY;81474799400022;814747994;62.02A;;;92076
LINKWAY;50461616000066;504616160;62.02A;;;44109
LUNAKATO;90857391800012;908573918;62.02A;;;63374
INFRACTORY;53793635300029;537936353;62.02A;;;46221
D&U;53753642700066;537536427;62.02A;2019;11;75108
EXTENTED NETWORK CONSULTING;53749633300031;537496333;62.02A;;;91377
IKANTI;53351591200020;533515912;62.02A;;;33109
;53308245900041;533082459;62.02A;;;44143
;53291294600029;532912946;62.02A;;;07128
EIDO CONSULTING;53182598200030;531825982;62.02A;;;78123
;53121347800047;531213478;62.02A;;;95582
VAUGARNIER DAVID SARL;53074554600032;530745546;62.02A;2019;01;34172
;53066099200039;530660992;62.02A;;;66037
;52790270400024;527902704;62.02A;;;44109
;52444381900023;524443819;62.02A;;;06079
ALIMEA TECH;90856575700014;908565757;62.02A;;;2A211
EVERCONSULTING;90855584000010;908555840;62.02A;;;78440
BUMBLEBEE ROBOTICS;89806140300025;898061403;62.02A;;;44162
;89741677200019;897416772;62.02A;;;08105
;89099667100016;890996671;62.02A;;;94041
VIFREM;87861560800014;878615608;62.02A;;;92019
SMART TECH INVEST;85244839800010;852448398;62.02A;;;92044
CLOUDPY;84922876200019;849228762;62.02A;2019;01;06105
;84427104900018;844271049;62.02A;;;91635
GURYEV CONSEIL;84326640400022;843266404;62.02A;;;75113
;84001138100018;840011381;62.02A;;;75114
SAS SOFTNPROD;83954360000010;839543600;62.02A;;;13097
DALMASSO CAROLINE;83759741800016;837597418;62.02A;;;06027
BENAMIRA CONSULTING;83301687600025;833016876;62.02A;;;91617
;83249217700023;832492177;62.02A;;;75120
SINDORA;80829041500021;808290415;62.02A;2019;01;13001
IMMOTOPIC SAS;79441544800032;794415448;62.02A;;;83137
;78903281000010;789032810;62.02A;;;92050
EASYNEO;52888998300029;528889983;62.02A;2019;12;68224
;52534266300024;525342663;62.02A;;;75113
COMPTOIR DES ACHATS;51809471900045;518094719;62.02A;2019;01;06157
G2 INTERACTIVE;42270118500015;422701185;62.02A;2019;01;83152
CROSSBRAIN;90855654100013;908556541;62.02A;;;83069
CLIFTONVILLE SOLUTIONS;90853989300010;908539893;62.02A;;;75119
;90766623400014;907666234;62.02A;;;93077
;90754584200011;907545842;62.02A;;;33063
;90743738800016;907437388;62.02A;;;75111
;90524009900010;905240099;62.02A;;;95063
;90517441300013;905174413;62.02A;;;93001
;90511326200018;905113262;62.02A;;;93001
;90498647800017;904986478;62.02A;;;94041
;90491623600014;904916236;62.02A;;;93071
;90485563200017;904855632;62.02A;;;93001
;83082652500040;830826525;62.02A;;;93061
;90855984200012;908559842;62.02A;;;97101
;90855974300012;908559743;62.02A;;;78643
;90855893500015;908558935;62.02A;;;78551
;90855782000010;908557820;62.02A;;;94046
;90855245800014;908552458;62.02A;;;94019
;90855228400014;908552284;62.02A;;;75102
;90855132800010;908551328;62.02A;;;01166
;90855054400013;908550544;62.02A;;;76446
;90854982700016;908549827;62.02A;;;78646
;90854907400015;908549074;62.02A;;;87085
;90854861300011;908548613;62.02A;;;54184
X POITOU NETWORK;90854463800012;908544638;62.02A;;;86073
MQG LABS;90854441400018;908544414;62.02A;;;33063
COSMOS COMPANY;90854230100019;908542301;62.02A;;;94004
AMS CONSULTING;90854151900017;908541519;62.02A;;;93051
DATA CLOUD SERVICE;90853993500019;908539935;62.02A;;;93072
YSLA CONSULTING;90853806900018;908538069;62.02A;;;92073
ORATECH;90853760800014;908537608;62.02A;;;93050
ASSOCIATION ASCLEPIA;90853455500010;908534555;62.02A;;;93032
3R CONSULTING;90853445600011;908534456;62.02A;;;95051
JOHANN MORALES CONSULTING;90852559500017;908525595;62.02A;;;91216
LB-IT;90852480400014;908524804;62.02A;;;59032
NEMRAK CONSULTING;90852471300017;908524713;62.02A;;;94003
MADIBA SOLUTIONS;90852081000015;908520810;62.02A;;;92019
TMX CONSULTING;90851727900018;908517279;62.02A;;;91326
TROIS CASQUETTES;90851103300015;908511033;62.02A;;;75111
;90850623100012;908506231;62.02A;;;75102
DUAN;90850510000010;908505100;62.02A;;;83047
DATASOFT IT;90849512000010;908495120;62.02A;;;93071
MENDO;90145217700024;901452177;62.02A;;;95127
KLENDATHU;89800241500021;898002415;62.02A;;;75117
SEVEN INFORMATIQUE;85229920500025;852299205;62.02A;;;94002
OOEO;84501585800028;845015858;62.02A;;;78640
DOSE MAKERS;84283390700020;842833907;62.02A;;;78455
UNICORN VALLEY;82294932700024;822949327;62.02A;;;92051
JANALIS;82200828000023;822008280;62.02A;;;92025
NADO;81517186300021;815171863;62.02A;;;75110
BEEWAY;51365478000032;513654780;62.02A;;;44162
CLICK2CELL;50262985000038;502629850;62.02A;;;63113
VALNEO;48439206300042;484392063;62.02A;;;13022
FERVEO XYZ;90852501700012;908525017;62.02A;;;44109
ZINT;90860746800018;908607468;62.02A;;;06004
PRAEVIUS CONSULTING;90859054000013;908590540;62.02A;;;59350
LEDS;90858788400010;908587884;62.02A;;;91312
DIGITAL AND TECH;90858769400013;908587694;62.02A;;;91657
GRAPHZIT;90851573700017;908515737;62.02A;;;92004
AZERIA DLB;90849200200013;908492002;62.02A;;;75101
SDD IT CONSULTING;90848237500015;908482375;62.02A;;;78640
BRAGANCE SOLUTION INFORMATIQUE;90848166600018;908481666;62.02A;;;97214
BANANA4;90848104700011;908481047;62.02A;;;73064
INFORMATIQUE CONSEILS 44;90848092400012;908480924;62.02A;;;44215
DIRECT DOTS;90848058500011;908480585;62.02A;;;92026
NEOWAY DIGITAL;90847864700013;908478647;62.02A;;;75119
AGILE ELITE CONSULTING;90847771400012;908477714;62.02A;;;93005
ADDEVSYS;90847722700015;908477227;62.02A;;;93050
COCOPLAN;90847577500015;908475775;62.02A;;;75104
G-SEND CONSULTING;90847285500018;908472855;62.02A;;;94041
MANGOG CYRILLE CONSULTING;90846906700015;908469067;62.02A;;;94034
MENIE;90846461300011;908464613;62.02A;;;44041
SNOWCODES;90846407600011;908464076;62.02A;;;11099
RESTART ELECTRONICS;90846314400018;908463144;62.02A;;;75112
SADJA IT;90846244300015;908462443;62.02A;;;77169
COMMUNITY MANAGER SERVICES B2B;90846019900015;908460199;62.02A;;;93073
MEYRING CONSULTING;90845838300019;908458383;62.02A;;;06088
LEGAL-TECH SERVICES;90845597500015;908455975;62.02A;;;95500
TERAGONE SOLUTIONS;90845051300019;908450513;62.02A;;;75104
KEV CONSULTING;90843611600010;908436116;62.02A;;;78498
REMAKE;90368792900013;903687929;62.02A;;;35245
HI SOLUTIONS;89809251500011;898092515;62.02A;;;69259
PROXYZ;89276581900024;892765819;62.02A;;;95500
OFFISHALL;89216846900013;892168469;62.02A;;;92048
;89171720900011;891717209;62.02A;;;78586
DEVS EX MACHINA;89167937500024;891679375;62.02A;;;60644
BMC2;88931744200016;889317442;62.02A;;;59343
PATRIARCHE UX;88926095600012;889260956;62.02A;;;73051
WINE IN BLOCK;88493270800016;884932708;62.02A;;;13001
SIGILENCE TECHNOLOGIES;88073846300020;880738463;62.02A;;;31555
ARKTUS STUDIO;87964364100019;879643641;62.02A;;;93048
ISRD;87756451800018;877564518;62.02A;2019;01;91538
JENNAH CONSULTING;84351110600018;843511106;62.02A;2019;01;78586
NUXAPP;84246556900023;842465569;62.02A;;;83082
CPLI;83976140000028;839761400;62.02A;;;93070
NEXEN PARTNERS;83864957200024;838649572;62.02A;;;92012
ARISAM CONSULTING;83790794800017;837907948;62.02A;;;44109
NEXTCYCLE NETWORKS;83156617900014;831566179;62.02A;2019;01;74200
DEGUILLAUME IT CONSULTING;83067902300036;830679023;62.02A;;;94068
SRA OUEST;82137496400012;821374964;62.02A;2019;11;35189
FRISBEE PROFILING;81917518300014;819175183;62.02A;2019;11;92012
VALEURIAD;81268019700025;812680197;62.02A;2019;21;44109
LYDE CONSEIL;81086989100038;810869891;62.02A;;;92064
TEAMWORK ARCHITECTURE & SOLUTIONS;81021636600023;810216366;62.02A;2019;21;75108
;79937582900014;799375829;62.02A;;;31555
INSIGHT BY COEXYA;79411735800026;794117358;62.02A;2019;02;69194
SEELA;79080901600021;790809016;62.02A;;;92012
SCIFORMA GROUP;53462308700028;534623087;62.02A;2019;01;75115
;53263634700017;532636347;62.02A;;;23258
OMICRONE;53185356200027;531853562;62.02A;2019;12;92035
TELCONSULT;53089754500014;530897545;62.02A;;;78624
SPECTRUM GROUPE - SPECTRUM TECHNOLOGIES SOLUTIONS ET SERVICES;53021446900039;530214469;62.02A;2019;11;92002
PDE INFORMATIQUE;52229643300017;522296433;62.02A;2019;02;33063
;52095131000017;520951310;62.02A;;;01053
GESTION INFORMAT INTEGREE ABREV PG2I;47896350700049;478963507;62.02A;2019;11;13042
ATREAL;44470817600029;444708176;62.02A;2019;03;13005
WE +;43410023600117;434100236;62.02A;;;44162
K2-CONSULTING;84776674800010;847766748;62.02A;;;75113
TMLY;82892881200043;828928812;62.02A;2019;03;91228
NAZAB;78974156800024;789741568;62.02A;;;37261
OCEANE CONSULTING DM;78906036500028;789060365;62.02A;2019;02;44109
NEXIMS;50313631900020;503136319;62.02A;;;92012
;40097635300054;400976353;62.02A;;;95424
EXPERIS FRANCE;39402693400643;394026934;62.02A;;;33063
MICROMATIQUE INGENIERIE;33052816700050;330528167;62.02A;2019;01;77517
;90858448500019;908584485;62.02A;;;13215
;90858405500010;908584055;62.02A;;;94046
;90858230700017;908582307;62.02A;;;97114
;90857862800012;908578628;62.02A;;;84122
;90857746300015;908577463;62.02A;;;92022
;90857671300014;908576713;62.02A;;;44109
ALERO CONSEIL;90857115100012;908571151;62.02A;;;92012
NOVANETWORKS SERVICES;90857010400012;908570104;62.02A;;;95018
TATOU TECHNOLOGY CONSULTING;90855517000012;908555170;62.02A;;;95197
YPSECURITY;90854814200011;908548142;62.02A;;;31157
CYROMBE CONSULT;90854633600011;908546336;62.02A;;;77067
PINEDE CONSULTING;90854418200011;908544182;62.02A;;;13206
D.V.LOP;90854239200018;908542392;62.02A;;;69381
NUBILO;90854231900011;908542319;62.02A;;;69384
PFCONSULT;90853917400015;908539174;62.02A;;;75116
;90023161400026;900231614;62.02A;;;50168
EASYNEO;52888998300078;528889983;62.02A;;;75112
JDA HOLDING;48763953600043;487639536;62.02A;;;13208
INSIGHTSOFTWARE FRANCE;48160154000067;481601540;62.02A;;;31044
A2SI;44831708100033;448317081;62.02A;;;51454
ALBRAIN CONSULTING;90853538800015;908535388;62.02A;;;75108
;90501031000019;905010310;62.02A;;;75112
WEMTEK;90384376100011;903843761;62.02A;;;78423
;90016174600012;900161746;62.02A;;;75113
MWB FRANCE;89383005900018;893830059;62.02A;;;59143
KSM TECH;89211974400019;892119744;62.02A;;;94081
YD;89172732300018;891727323;62.02A;;;75117
;88068313100010;880683131;62.02A;;;93064
UN DIXIEME;88010392400010;880103924;62.02A;;;92051
P.M.;40336784000051;403367840;62.02A;2019;22;92044
EXPERIS FRANCE;39402693400593;394026934;62.02A;;;22113
EXPERIS FRANCE;39402693400247;394026934;62.02A;2019;21;14118
SOCIETE DE GESTION ET DE PARTICIPATION;33294985800036;332949858;62.02A;2019;01;88160
SILICOM;32708643500150;327086435;62.02A;2019;03;92012
;90852257600010;908522576;62.02A;;;26198
EUROTECH SPA;90850578700014;908505787;62.02A;;;
;90849869400011;908498694;62.02A;;;18033
;90849827200016;908498272;62.02A;;;83016
;90849767000012;908497670;62.02A;;;37233
;90848895000019;908488950;62.02A;;;91174
;90848887700014;908488877;62.02A;;;76351
;90848692100012;908486921;62.02A;;;59350
;90848593100012;908485931;62.02A;;;92009
;90848257300015;908482573;62.02A;;;75118
;79886310600026;798863106;62.02A;;;75115
;39261545600010;392615456;62.02A;;NN;69204
;34858694200057;348586942;62.02A;;;74104
;90845364000017;908453640;62.02A;;;64445
;90845299800010;908452998;62.02A;;;54505
;90845247700015;908452477;62.02A;;;35334
;90845215400010;908452154;62.02A;;;18033
;90845198200015;908451982;62.02A;;;35288
;90845031500019;908450315;62.02A;;;95288
;90844929100016;908449291;62.02A;;;75106
;90844710500010;908447105;62.02A;;;59350
;90844570300014;908445703;62.02A;;;93008
;90844530700014;908445307;62.02A;;;91272
;90844464900010;908444649;62.02A;;;75118
;90844348400013;908443484;62.02A;;;92026
ABE CONSEILS ET SERVICES;90844326000017;908443260;62.02A;;;28008
;90844318700012;908443187;62.02A;;;75109
;90844308800012;908443088;62.02A;;;92050
;90844128000017;908441280;62.02A;;;76108
;90844082900012;908440829;62.02A;;;95582
;90843948200013;908439482;62.02A;;;93008
;90843946600016;908439466;62.02A;;;94016
;90841934400019;908419344;62.02A;;;38544
;90840946900016;908409469;62.02A;;;92050
;90840754700011;908407547;62.02A;;;83087
;90840676200017;908406762;62.02A;;;29019
;90840381900018;908403819;62.02A;;;28347
BLEEP CONSULTING;90840277900015;908402779;62.02A;;;36013
;90839888600014;908398886;62.02A;;;92004
;90839886000019;908398860;62.02A;;;92024
;90839744100019;908397441;62.02A;;;38185
;90839705200014;908397052;62.02A;;;91657
;90839416600015;908394166;62.02A;;;14389
;90839340800012;908393408;62.02A;;;77293
;90839270700018;908392707;62.02A;;;77478
;90839155000013;908391550;62.02A;;;93066
;90839145100014;908391451;62.02A;;;25056
;90838987700014;908389877;62.02A;;;92022
;90838983600010;908389836;62.02A;;;74298
REBAZE;90361594600014;903615946;62.02A;;;75117
;89950754500023;899507545;62.02A;;;13201
EGERSEC  CONSULTING;88151612400024;881516124;62.02A;;;14174
IMMOBILIER RECHERCHE ETUDES ANALYSES DATA;82512897800046;825128978;62.02A;;;31555
CAT-AMANIA;82036333100209;820363331;62.02A;;;72181
;80320939400011;803209394;62.02A;;;13104
LOGICA MS;79364275200059;793642752;62.02A;;;60160
ROXYS;75202675700027;752026757;62.02A;;;62041
INOUY;53092287100054;530922871;62.02A;;;35238
REFERENCEDSI;51476039600135;514760396;62.02A;;;44162
ENIOKA SAS;50470674800044;504706748;62.02A;;;75102
ZSPHERE;49809926600070;498099266;62.02A;;;92012
SQL SPOT;49505912300028;495059123;62.02A;;;83137
ALTEN SYSTEMES D'INFORMATION ET RESEAUX;40035788500138;400357885;62.02A;;;92012
ELITON;90842846900013;908428469;62.02A;;;78686
OQOOL;90842809700012;908428097;62.02A;;;13028
FENOTEAM;90842661200010;908426612;62.02A;;;77288
M IT SERVICES AND BUSINESS SOLUTIONS;90842309800015;908423098;62.02A;;;78686
SALA-MARTIN AI;90842301500019;908423015;62.02A;;;75115
;90842264500014;908422645;62.02A;;;83118
VLVS CONSULTING;90842140700010;908421407;62.02A;;;95063
NOMMADILAB;90842029200017;908420292;62.02A;;;78107
EXALT LILLE;90840885900019;908408859;62.02A;;;59350
PROXIMA ENGINEERING;90840801600016;908408016;62.02A;;;31555
KION CONSULTING FRANCE;90840659800015;908406598;62.02A;;;92026
PROGICIEL SERVICES;90839801900012;908398019;62.02A;;;21565
KERID;90839680700012;908396807;62.02A;;;93063
CLOUDYDATA;90839356400012;908393564;62.02A;;;94033
ALTERCIO;90838923200012;908389232;62.02A;;;92064
ACT.Y;90838047000017;908380470;62.02A;;;06004
JAVELIN SOFTWORKS;90838003300013;908380033;62.02A;;;94022
UPSILON CONSULTING;90836996000012;908369960;62.02A;;;93066
NKS CONSEIL;90836572900015;908365729;62.02A;;;93029
DESIGNERS ELECTI;90835703100016;908357031;62.02A;;;95018
COWELL;90835011900016;908350119;62.02A;;;78420
CL DEVELOPMENT;90834922800019;908349228;62.02A;;;69266
XND FRANCE;90402137500012;904021375;62.02A;;;75118
D-BLOCK;88984563200021;889845632;62.02A;;;75110
;88856449900018;888564499;62.02A;;;75108
EIWIE;88365997100013;883659971;62.02A;;;31118
NO3.IO;88142633200022;881426332;62.02A;;;33063
DJIN DIGITAL;87868078400013;878680784;62.02A;;;92051
BUSINESS OVERVIEW;87856433500015;878564335;62.02A;;;67482
DATOPS;87793848000010;877938480;62.02A;;;44109
WOLSOME;87782943200021;877829432;62.02A;;;92044
CHARLERY CONSULTING;87770387600012;877703876;62.02A;;;93032
MANUEL CHARRIER CONSULTANT;87756144900027;877561449;62.02A;;;83081
AQURIO;85268892800021;852688928;62.02A;;;93051
;85122885800029;851228858;62.02A;;;07042
QWARY;84857964500013;848579645;62.02A;;;75112
;84825868700039;848258687;62.02A;;;31555
HAPPYSMART;84492396100024;844923961;62.02A;;;84129
;84187566900027;841875669;62.02A;;;75115
HASHTAGJB;84072909900019;840729099;62.02A;;;75113
;83318066400017;833180664;62.02A;;;69388
IBEX CONSEIL;83253910000020;832539100;62.02A;2019;01;38185
ABUNDANTIA CONSULTING;83176432900031;831764329;62.02A;;;76177
HDO CONSULTING;83069057400025;830690574;62.02A;;;92062
;83056924000021;830569240;62.02A;;;75119
PLANET CONSULTING SERVICES;82886459500024;828864595;62.02A;;;75114
EPITET;82517830400010;825178304;62.02A;2019;01;59184
ALK-SYS;82508812300021;825088123;62.02A;;;91687
LI JIN CONSULTING;82496285600012;824962856;62.02A;;;75120
;82492353600026;824923536;62.02A;;;95018
AOM CONSEIL;82427056500024;824270565;62.02A;2019;01;92048
IT-PRESTATIONS;82080474800011;820804748;62.02A;;NN;69266
FAIRNESS;82050375300015;820503753;62.02A;2019;03;75102
CONSUL2MA;81949840300032;819498403;62.02A;2019;02;75108
A & Z SAFETY;81746103100012;817461031;62.02A;;;75120
CHARGEMAP;80984473100038;809844731;62.02A;;;67482
A.L.Z.MEDIA;80838193300015;808381933;62.02A;;;94079
SICPA FRANCE;79294597400022;792945974;62.02A;2019;02;75108
ABT CONSULT;79226724700015;792267247;62.02A;;;11099
ISP CONSEIL;78988625600013;789886256;62.02A;;;44214
;53291412400013;532914124;62.02A;;;78672
PEGASYSTEMS FRANCE;51897095900046;518970959;62.02A;;;75116
;50044624000037;500446240;62.02A;;;35238
GEO2I;48944063600053;489440636;62.02A;;;13016
SOSI SOC OMNI SCE INFORMATIQUE;48180714700014;481807147;62.02A;2019;01;24538
INFOTRION FRANCE;47760698200023;477606982;62.02A;2019;01;75118
STUDIO TITAN;45203963900029;452039639;62.02A;;NN;97405
;44788337200016;447883372;62.02A;;NN;90017
;43826996100043;438269961;62.02A;;;44109
COEXYA;43362470700017;433624707;62.02A;2019;32;69194
